case_order	dataset	variant	case_name	ef_search	queue_size	warmup_size	k_neighbors	yaml_path	stats_path	base_yaml	note
75	t2i1m	normalized	t2i1m_normalized_k10_ef20_q94	20	94	93	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q94.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q94_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
76	t2i1m	normalized	t2i1m_normalized_k10_ef20_q95	20	95	94	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q95.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q95_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
77	t2i1m	normalized	t2i1m_normalized_k10_ef20_q96	20	96	95	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q96.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q96_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
78	t2i1m	normalized	t2i1m_normalized_k10_ef20_q97	20	97	96	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q97.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q97_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
79	t2i1m	normalized	t2i1m_normalized_k10_ef20_q98	20	98	97	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q98.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q98_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
80	t2i1m	normalized	t2i1m_normalized_k10_ef20_q99	20	99	98	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q99.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q99_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
81	t2i1m	normalized	t2i1m_normalized_k10_ef20_q100	20	100	99	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef20_q100.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef20_q100_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
82	t2i1m	normalized	t2i1m_normalized_k10_ef30_q20	30	20	19	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q20.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q20_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
83	t2i1m	normalized	t2i1m_normalized_k10_ef30_q21	30	21	20	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q21.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q21_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
84	t2i1m	normalized	t2i1m_normalized_k10_ef30_q22	30	22	21	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q22.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q22_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
85	t2i1m	normalized	t2i1m_normalized_k10_ef30_q23	30	23	22	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q23.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q23_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
86	t2i1m	normalized	t2i1m_normalized_k10_ef30_q24	30	24	23	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q24.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q24_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
87	t2i1m	normalized	t2i1m_normalized_k10_ef30_q25	30	25	24	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q25.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q25_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
88	t2i1m	normalized	t2i1m_normalized_k10_ef30_q26	30	26	25	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q26.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q26_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
89	t2i1m	normalized	t2i1m_normalized_k10_ef30_q27	30	27	26	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q27.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q27_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
90	t2i1m	normalized	t2i1m_normalized_k10_ef30_q28	30	28	27	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q28.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q28_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
91	t2i1m	normalized	t2i1m_normalized_k10_ef30_q29	30	29	28	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q29.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q29_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
92	t2i1m	normalized	t2i1m_normalized_k10_ef30_q30	30	30	29	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q30.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q30_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
93	t2i1m	normalized	t2i1m_normalized_k10_ef30_q31	30	31	30	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q31.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q31_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
94	t2i1m	normalized	t2i1m_normalized_k10_ef30_q32	30	32	31	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q32.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q32_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
95	t2i1m	normalized	t2i1m_normalized_k10_ef30_q33	30	33	32	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q33.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q33_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
96	t2i1m	normalized	t2i1m_normalized_k10_ef30_q34	30	34	33	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q34.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q34_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
97	t2i1m	normalized	t2i1m_normalized_k10_ef30_q35	30	35	34	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q35.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q35_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
98	t2i1m	normalized	t2i1m_normalized_k10_ef30_q36	30	36	35	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q36.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q36_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
99	t2i1m	normalized	t2i1m_normalized_k10_ef30_q37	30	37	36	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q37.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q37_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
100	t2i1m	normalized	t2i1m_normalized_k10_ef30_q38	30	38	37	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q38.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q38_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
101	t2i1m	normalized	t2i1m_normalized_k10_ef30_q39	30	39	38	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q39.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q39_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
102	t2i1m	normalized	t2i1m_normalized_k10_ef30_q40	30	40	39	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q40.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q40_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
103	t2i1m	normalized	t2i1m_normalized_k10_ef30_q41	30	41	40	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q41.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q41_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
104	t2i1m	normalized	t2i1m_normalized_k10_ef30_q42	30	42	41	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q42.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q42_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
105	t2i1m	normalized	t2i1m_normalized_k10_ef30_q43	30	43	42	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q43.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q43_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
106	t2i1m	normalized	t2i1m_normalized_k10_ef30_q44	30	44	43	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q44.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q44_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
107	t2i1m	normalized	t2i1m_normalized_k10_ef30_q45	30	45	44	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q45.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q45_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
108	t2i1m	normalized	t2i1m_normalized_k10_ef30_q46	30	46	45	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q46.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q46_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
109	t2i1m	normalized	t2i1m_normalized_k10_ef30_q47	30	47	46	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q47.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q47_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
110	t2i1m	normalized	t2i1m_normalized_k10_ef30_q48	30	48	47	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q48.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q48_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
111	t2i1m	normalized	t2i1m_normalized_k10_ef30_q49	30	49	48	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q49.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q49_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
